"Plot Title: 14"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 9786027, SEN S/N: 9786027)","Bad Battery (LGR S/N: 9786027)","Host Connected (LGR S/N: 9786027)","Coupler Attached (LGR S/N: 9786027)","Coupler Detached (LGR S/N: 9786027)","Stopped (LGR S/N: 9786027)","End Of File (LGR S/N: 9786027)"
488,2019/12/30 10:00:00 PM,13.750,,,,,,
489,2019/12/30 11:00:00 PM,10.748,,,,,,
490,2019/12/31 12:00:00 AM,10.553,,,,,,
491,2019/12/31 01:00:00 AM,10.455,,,,,,
492,2019/12/31 02:00:00 AM,10.455,,,,,,
493,2019/12/31 03:00:00 AM,10.455,,,,,,
494,2019/12/31 04:00:00 AM,10.553,,,,,,
495,2019/12/31 05:00:00 AM,10.553,,,,,,
496,2019/12/31 06:00:00 AM,10.553,,,,,,
497,2019/12/31 07:00:00 AM,10.455,,,,,,
498,2019/12/31 08:00:00 AM,10.455,,,,,,
499,2019/12/31 09:00:00 AM,14.230,,,,,,
500,2019/12/31 10:00:00 AM,18.901,,,,,,
501,2019/12/31 11:00:00 AM,22.717,,,,,,
502,2019/12/31 12:00:00 PM,22.812,,,,,,
503,2019/12/31 01:00:00 PM,22.717,,,,,,
504,2019/12/31 02:00:00 PM,22.717,,,,,,
505,2019/12/31 03:00:00 PM,22.717,,,,,,
506,2019/12/31 04:00:00 PM,22.717,,,,,,
507,2019/12/31 05:00:00 PM,22.621,,,,,,
508,2019/12/31 06:00:00 PM,22.717,,,,,,
509,2019/12/31 07:00:00 PM,22.717,,,,,,
510,2019/12/31 08:00:00 PM,22.717,,,,,,
511,2019/12/31 09:00:00 PM,18.711,,,,,,
512,2019/12/31 10:00:00 PM,13.846,,,,,,
513,2019/12/31 11:00:00 PM,10.748,,,,,,
514,2020/01/01 12:00:00 AM,10.651,,,,,,
515,2020/01/01 01:00:00 AM,10.553,,,,,,
516,2020/01/01 02:00:00 AM,10.553,,,,,,
517,2020/01/01 03:00:00 AM,10.553,,,,,,
518,2020/01/01 04:00:00 AM,10.553,,,,,,
519,2020/01/01 05:00:00 AM,10.553,,,,,,
520,2020/01/01 06:00:00 AM,10.553,,,,,,
521,2020/01/01 07:00:00 AM,10.553,,,,,,
522,2020/01/01 08:00:00 AM,10.553,,,,,,
523,2020/01/01 09:00:00 AM,14.230,,,,,,
524,2020/01/01 10:00:00 AM,18.806,,,,,,
525,2020/01/01 11:00:00 AM,22.621,,,,,,
526,2020/01/01 12:00:00 PM,22.812,,,,,,
527,2020/01/01 01:00:00 PM,22.812,,,,,,
528,2020/01/01 02:00:00 PM,22.717,,,,,,
529,2020/01/01 03:00:00 PM,22.717,,,,,,
530,2020/01/01 04:00:00 PM,22.908,,,,,,
531,2020/01/01 05:00:00 PM,23.100,,,,,,
532,2020/01/01 06:00:00 PM,23.004,,,,,,
533,2020/01/01 07:00:00 PM,23.100,,,,,,
534,2020/01/01 08:00:00 PM,23.004,,,,,,
535,2020/01/01 09:00:00 PM,19.187,,,,,,
536,2020/01/01 10:00:00 PM,14.325,,,,,,
537,2020/01/01 11:00:00 PM,10.846,,,,,,
538,2020/01/02 12:00:00 AM,10.651,,,,,,
539,2020/01/02 01:00:00 AM,10.651,,,,,,
540,2020/01/02 02:00:00 AM,10.651,,,,,,
541,2020/01/02 03:00:00 AM,10.553,,,,,,
542,2020/01/02 04:00:00 AM,10.553,,,,,,
543,2020/01/02 05:00:00 AM,10.553,,,,,,
544,2020/01/02 06:00:00 AM,10.553,,,,,,
545,2020/01/02 07:00:00 AM,10.553,,,,,,
546,2020/01/02 08:00:00 AM,10.553,,,,,,
547,2020/01/02 09:00:00 AM,14.134,,,,,,
548,2020/01/02 10:00:00 AM,18.711,,,,,,
549,2020/01/02 11:00:00 AM,23.100,,,,,,
550,2020/01/02 12:00:00 PM,23.196,,,,,,
551,2020/01/02 01:00:00 PM,23.100,,,,,,
552,2020/01/02 02:00:00 PM,23.100,,,,,,
553,2020/01/02 03:00:00 PM,22.908,,,,,,
554,2020/01/02 04:00:00 PM,22.525,,,,,,
555,2020/01/02 05:00:00 PM,22.812,,,,,,
556,2020/01/02 06:00:00 PM,22.333,,,,,,
557,2020/01/02 07:00:00 PM,22.238,,,,,,
558,2020/01/02 08:00:00 PM,22.238,,,,,,
559,2020/01/02 09:00:00 PM,18.236,,,,,,
560,2020/01/02 10:00:00 PM,13.269,,,,,,
561,2020/01/02 11:00:00 PM,10.748,,,,,,
562,2020/01/03 12:00:00 AM,10.651,,,,,,
563,2020/01/03 01:00:00 AM,10.553,,,,,,
564,2020/01/03 02:00:00 AM,10.651,,,,,,
565,2020/01/03 03:00:00 AM,10.553,,,,,,
566,2020/01/03 04:00:00 AM,10.553,,,,,,
567,2020/01/03 05:00:00 AM,10.553,,,,,,
568,2020/01/03 06:00:00 AM,10.651,,,,,,
569,2020/01/03 07:00:00 AM,10.553,,,,,,
570,2020/01/03 08:00:00 AM,10.553,,,,,,
571,2020/01/03 09:00:00 AM,14.421,,,,,,
572,2020/01/03 10:00:00 AM,19.092,,,,,,
573,2020/01/03 11:00:00 AM,22.238,,,,,,
574,2020/01/03 12:00:00 PM,21.855,,,,,,
575,2020/01/03 01:00:00 PM,21.760,,,,,,
576,2020/01/03 02:00:00 PM,21.760,,,,,,
577,2020/01/03 03:00:00 PM,21.855,,,,,,
578,2020/01/03 04:00:00 PM,21.760,,,,,,
579,2020/01/03 05:00:00 PM,21.760,,,,,,
580,2020/01/03 06:00:00 PM,21.760,,,,,,
581,2020/01/03 07:00:00 PM,21.855,,,,,,
582,2020/01/03 08:00:00 PM,21.760,,,,,,
583,2020/01/03 09:00:00 PM,17.665,,,,,,
584,2020/01/03 10:00:00 PM,12.787,,,,,,
585,2020/01/03 11:00:00 PM,10.651,,,,,,
586,2020/01/04 12:00:00 AM,10.357,,,,,,
587,2020/01/04 01:00:00 AM,10.357,,,,,,
588,2020/01/04 02:00:00 AM,10.357,,,,,,
589,2020/01/04 03:00:00 AM,10.357,,,,,,
590,2020/01/04 04:00:00 AM,10.357,,,,,,
591,2020/01/04 05:00:00 AM,10.357,,,,,,
592,2020/01/04 06:00:00 AM,10.259,,,,,,
593,2020/01/04 07:00:00 AM,10.357,,,,,,
594,2020/01/04 08:00:00 AM,10.357,,,,,,
595,2020/01/04 09:00:00 AM,14.325,,,,,,
596,2020/01/04 10:00:00 AM,18.996,,,,,,
597,2020/01/04 11:00:00 AM,21.664,,,,,,
598,2020/01/04 12:00:00 PM,21.855,,,,,,
599,2020/01/04 01:00:00 PM,21.760,,,,,,
600,2020/01/04 02:00:00 PM,21.760,,,,,,
601,2020/01/04 03:00:00 PM,21.760,,,,,,
602,2020/01/04 04:00:00 PM,21.760,,,,,,
603,2020/01/04 05:00:00 PM,22.046,,,,,,
604,2020/01/04 06:00:00 PM,22.046,,,,,,
605,2020/01/04 07:00:00 PM,21.951,,,,,,
606,2020/01/04 08:00:00 PM,22.046,,,,,,
607,2020/01/04 09:00:00 PM,17.950,,,,,,
608,2020/01/04 10:00:00 PM,13.076,,,,,,
609,2020/01/04 11:00:00 PM,10.651,,,,,,
610,2020/01/05 12:00:00 AM,10.455,,,,,,
611,2020/01/05 01:00:00 AM,10.455,,,,,,
612,2020/01/05 02:00:00 AM,10.455,,,,,,
613,2020/01/05 03:00:00 AM,10.455,,,,,,
614,2020/01/05 04:00:00 AM,10.357,,,,,,
615,2020/01/05 05:00:00 AM,10.357,,,,,,
616,2020/01/05 06:00:00 AM,10.357,,,,,,
617,2020/01/05 07:00:00 AM,10.357,,,,,,
618,2020/01/05 08:00:00 AM,10.455,,,,,,
619,2020/01/05 09:00:00 AM,14.325,,,,,,
620,2020/01/05 10:00:00 AM,18.901,,,,,,
621,2020/01/05 11:00:00 AM,21.951,,,,,,
622,2020/01/05 12:00:00 PM,22.142,,,,,,
623,2020/01/05 01:00:00 PM,22.046,,,,,,
624,2020/01/05 02:00:00 PM,21.951,,,,,,
625,2020/01/05 03:00:00 PM,22.046,,,,,,
626,2020/01/05 04:00:00 PM,22.238,,,,,,
627,2020/01/05 05:00:00 PM,22.238,,,,,,
628,2020/01/05 06:00:00 PM,21.760,,,,,,
629,2020/01/05 07:00:00 PM,21.760,,,,,,
630,2020/01/05 08:00:00 PM,21.760,,,,,,
631,2020/01/05 09:00:00 PM,17.475,,,,,,
632,2020/01/05 10:00:00 PM,12.594,,,,,,
633,2020/01/05 11:00:00 PM,10.455,,,,,,
634,2020/01/06 12:00:00 AM,10.357,,,,,,
635,2020/01/06 01:00:00 AM,10.259,,,,,,
636,2020/01/06 02:00:00 AM,10.259,,,,,,
637,2020/01/06 03:00:00 AM,10.259,,,,,,
638,2020/01/06 04:00:00 AM,10.259,,,,,,
639,2020/01/06 05:00:00 AM,10.259,,,,,,
640,2020/01/06 06:00:00 AM,10.259,,,,,,
641,2020/01/06 07:00:00 AM,10.259,,,,,,
642,2020/01/06 08:00:00 AM,10.357,,,,,,
643,2020/01/06 09:00:00 AM,14.325,,,,,,
644,2020/01/06 10:00:00 AM,19.092,,,,,,
645,2020/01/06 11:00:00 AM,21.664,,,,,,
646,2020/01/06 12:00:00 PM,21.760,,,,,,
647,2020/01/06 01:00:00 PM,21.664,,,,,,
648,2020/01/06 02:00:00 PM,21.664,,,,,,
649,2020/01/06 03:00:00 PM,21.760,,,,,,
650,2020/01/06 04:00:00 PM,21.664,,,,,,
651,2020/01/06 05:00:00 PM,21.664,,,,,,
652,2020/01/06 06:00:00 PM,21.760,,,,,,
653,2020/01/06 07:00:00 PM,21.664,,,,,,
654,2020/01/06 08:00:00 PM,21.664,,,,,,
655,2020/01/06 09:00:00 PM,17.475,,,,,,
656,2020/01/06 10:00:00 PM,12.497,,,,,,
657,2020/01/06 11:00:00 PM,10.455,,,,,,
658,2020/01/07 12:00:00 AM,10.259,,,,,,
659,2020/01/07 01:00:00 AM,10.259,,,,,,
660,2020/01/07 02:00:00 AM,10.259,,,,,,
661,2020/01/07 03:00:00 AM,10.259,,,,,,
662,2020/01/07 04:00:00 AM,10.357,,,,,,
663,2020/01/07 05:00:00 AM,10.357,,,,,,
664,2020/01/07 06:00:00 AM,10.357,,,,,,
665,2020/01/07 07:00:00 AM,10.357,,,,,,
666,2020/01/07 08:00:00 AM,10.259,,,,,,
667,2020/01/07 09:00:00 AM,14.325,,,,,,
668,2020/01/07 10:00:00 AM,19.092,,,,,,
669,2020/01/07 11:00:00 AM,21.760,,,,,,
670,2020/01/07 12:00:00 PM,21.760,,,,,,
671,2020/01/07 01:00:00 PM,21.664,,,,,,
672,2020/01/07 02:00:00 PM,21.664,,,,,,
673,2020/01/07 03:00:00 PM,21.760,,,,,,
674,2020/01/07 04:00:00 PM,21.664,,,,,,
675,2020/01/07 05:00:00 PM,21.760,,,,,,
676,2020/01/07 06:00:00 PM,21.664,,,,,,
677,2020/01/07 07:00:00 PM,21.664,,,,,,
678,2020/01/07 08:00:00 PM,21.664,,,,,,
679,2020/01/07 09:00:00 PM,17.475,,,,,,
680,2020/01/07 10:00:00 PM,12.497,,,,,,
681,2020/01/07 11:00:00 PM,10.455,,,,,,
682,2020/01/08 12:00:00 AM,10.259,,,,,,
683,2020/01/08 01:00:00 AM,10.357,,,,,,
684,2020/01/08 02:00:00 AM,10.357,,,,,,
685,2020/01/08 03:00:00 AM,10.259,,,,,,
686,2020/01/08 04:00:00 AM,10.357,,,,,,
687,2020/01/08 05:00:00 AM,10.259,,,,,,
688,2020/01/08 06:00:00 AM,10.259,,,,,,
689,2020/01/08 07:00:00 AM,10.259,,,,,,
690,2020/01/08 08:00:00 AM,10.651,,,,,,
691,2020/01/08 09:00:00 AM,14.900,,,,,,
692,2020/01/08 10:00:00 AM,19.377,,,,,,
693,2020/01/08 11:00:00 AM,21.951,,,,,,
694,2020/01/08 12:00:00 PM,21.951,,,,,,
695,2020/01/08 01:00:00 PM,21.855,,,,,,
696,2020/01/08 02:00:00 PM,21.951,,,,,,
697,2020/01/08 03:00:00 PM,21.855,,,,,,
698,2020/01/08 04:00:00 PM,21.855,,,,,,
699,2020/01/08 05:00:00 PM,21.855,,,,,,
700,2020/01/08 06:00:00 PM,21.855,,,,,,
701,2020/01/08 07:00:00 PM,21.855,,,,,,
702,2020/01/08 08:00:00 PM,21.951,,,,,,
703,2020/01/08 09:00:00 PM,17.475,,,,,,
704,2020/01/08 10:00:00 PM,12.497,,,,,,
705,2020/01/08 11:00:00 PM,10.455,,,,,,
706,2020/01/09 12:00:00 AM,10.357,,,,,,
707,2020/01/09 01:00:00 AM,10.455,,,,,,
708,2020/01/09 02:00:00 AM,10.357,,,,,,
709,2020/01/09 03:00:00 AM,10.357,,,,,,
710,2020/01/09 04:00:00 AM,10.357,,,,,,
711,2020/01/09 05:00:00 AM,10.357,,,,,,
712,2020/01/09 06:00:00 AM,10.357,,,,,,
713,2020/01/09 07:00:00 AM,10.357,,,,,,
714,2020/01/09 08:00:00 AM,10.357,,,,,,
715,2020/01/09 09:00:00 AM,14.613,,,,,,
716,2020/01/09 10:00:00 AM,19.377,,,,,,
717,2020/01/09 11:00:00 AM,21.664,,,,,,
718,2020/01/09 12:00:00 PM,21.855,,,,,,
719,2020/01/09 01:00:00 PM,20.996,,,,,,
720,2020/01/09 02:00:00 PM,21.187,,,,,,
721,2020/01/09 03:00:00 PM,21.282,,,,,,
722,2020/01/09 04:00:00 PM,21.282,,,,,,
723,2020/01/09 05:00:00 PM,21.187,,,,,,
724,2020/01/09 06:00:00 PM,21.187,,,,,,
725,2020/01/09 07:00:00 PM,21.282,,,,,,
726,2020/01/09 08:00:00 PM,21.187,,,,,,
727,2020/01/09 09:00:00 PM,17.189,,,,,,
728,2020/01/09 10:00:00 PM,12.304,,,,,,
729,2020/01/09 11:00:00 PM,10.455,,,,,,
730,2020/01/10 12:00:00 AM,10.259,,,,,,
731,2020/01/10 01:00:00 AM,10.259,,,,,,
732,2020/01/10 02:00:00 AM,10.259,,,,,,
733,2020/01/10 03:00:00 AM,10.161,,,,,,
734,2020/01/10 04:00:00 AM,10.259,,,,,,
735,2020/01/10 05:00:00 AM,10.259,,,,,,
736,2020/01/10 06:00:00 AM,10.259,,,,,,
737,2020/01/10 07:00:00 AM,10.259,,,,,,
738,2020/01/10 08:00:00 AM,10.161,,,,,,
739,2020/01/10 09:00:00 AM,14.230,,,,,,
740,2020/01/10 10:00:00 AM,18.901,,,,,,
741,2020/01/10 11:00:00 AM,21.187,,,,,,
742,2020/01/10 12:00:00 PM,21.378,,,,,,
743,2020/01/10 01:00:00 PM,21.282,,,,,,
744,2020/01/10 02:00:00 PM,21.282,,,,,,
745,2020/01/10 03:00:00 PM,21.282,,,,,,
746,2020/01/10 04:00:00 PM,21.282,,,,,,
747,2020/01/10 05:00:00 PM,21.282,,,,,,
748,2020/01/10 06:00:00 PM,21.282,,,,,,
749,2020/01/10 07:00:00 PM,21.282,,,,,,
750,2020/01/10 08:00:00 PM,21.187,,,,,,
751,2020/01/10 09:00:00 PM,17.284,,,,,,
752,2020/01/10 10:00:00 PM,12.304,,,,,,
753,2020/01/10 11:00:00 PM,10.455,,,,,,
754,2020/01/11 12:00:00 AM,10.259,,,,,,
755,2020/01/11 01:00:00 AM,10.259,,,,,,
756,2020/01/11 02:00:00 AM,10.259,,,,,,
757,2020/01/11 03:00:00 AM,10.259,,,,,,
758,2020/01/11 04:00:00 AM,10.259,,,,,,
759,2020/01/11 05:00:00 AM,10.357,,,,,,
760,2020/01/11 06:00:00 AM,10.259,,,,,,
761,2020/01/11 07:00:00 AM,10.259,,,,,,
762,2020/01/11 08:00:00 AM,10.259,,,,,,
763,2020/01/11 09:00:00 AM,14.230,,,,,,
764,2020/01/11 10:00:00 AM,18.901,,,,,,
765,2020/01/11 11:00:00 AM,21.091,,,,,,
766,2020/01/11 12:00:00 PM,21.282,,,,,,
767,2020/01/11 01:00:00 PM,21.187,,,,,,
768,2020/01/11 02:00:00 PM,21.187,,,,,,
769,2020/01/11 03:00:00 PM,21.760,,,,,,
770,2020/01/11 04:00:00 PM,21.569,,,,,,
771,2020/01/11 05:00:00 PM,22.429,,,,,,
772,2020/01/11 06:00:00 PM,21.569,,,,,,
773,2020/01/11 07:00:00 PM,21.473,,,,,,
774,2020/01/11 08:00:00 PM,21.473,,,,,,
775,2020/01/11 09:00:00 PM,17.475,,,,,,
776,2020/01/11 10:00:00 PM,12.594,,,,,,
777,2020/01/11 11:00:00 PM,10.553,,,,,,
778,2020/01/12 12:00:00 AM,10.455,,,,,,
779,2020/01/12 01:00:00 AM,10.357,,,,,,
780,2020/01/12 02:00:00 AM,10.259,,,,,,
781,2020/01/12 03:00:00 AM,10.259,,,,,,
782,2020/01/12 04:00:00 AM,10.357,,,,,,
783,2020/01/12 05:00:00 AM,10.357,,,,,,
784,2020/01/12 06:00:00 AM,10.259,,,,,,
785,2020/01/12 07:00:00 AM,10.259,,,,,,
786,2020/01/12 08:00:00 AM,10.357,,,,,,
787,2020/01/12 09:00:00 AM,14.134,,,,,,
788,2020/01/12 10:00:00 AM,18.806,,,,,,
789,2020/01/12 11:00:00 AM,21.282,,,,,,
790,2020/01/12 12:00:00 PM,21.473,,,,,,
791,2020/01/12 01:00:00 PM,21.473,,,,,,
792,2020/01/12 02:00:00 PM,21.378,,,,,,
793,2020/01/12 03:00:00 PM,21.473,,,,,,
794,2020/01/12 04:00:00 PM,21.473,,,,,,
795,2020/01/12 05:00:00 PM,21.473,,,,,,
796,2020/01/12 06:00:00 PM,21.473,,,,,,
797,2020/01/12 07:00:00 PM,21.473,,,,,,
798,2020/01/12 08:00:00 PM,21.473,,,,,,
799,2020/01/12 09:00:00 PM,17.475,,,,,,
800,2020/01/12 10:00:00 PM,12.594,,,,,,
801,2020/01/12 11:00:00 PM,10.553,,,,,,
802,2020/01/13 12:00:00 AM,10.455,,,,,,
803,2020/01/13 01:00:00 AM,10.357,,,,,,
804,2020/01/13 02:00:00 AM,10.357,,,,,,
805,2020/01/13 03:00:00 AM,10.357,,,,,,
806,2020/01/13 04:00:00 AM,10.357,,,,,,
807,2020/01/13 05:00:00 AM,10.357,,,,,,
808,2020/01/13 06:00:00 AM,10.259,,,,,,
809,2020/01/13 07:00:00 AM,10.259,,,,,,
810,2020/01/13 08:00:00 AM,10.357,,,,,,
811,2020/01/13 09:00:00 AM,14.230,,,,,,
812,2020/01/13 10:00:00 AM,18.806,,,,,,
813,2020/01/13 11:00:00 AM,21.282,,,,,,
814,2020/01/13 12:00:00 PM,21.473,,,,,,
815,2020/01/13 01:00:00 PM,21.473,,,,,,
816,2020/01/13 02:00:00 PM,21.378,,,,,,
817,2020/01/13 03:00:00 PM,21.378,,,,,,
818,2020/01/13 04:00:00 PM,21.378,,,,,,
819,2020/01/13 05:00:00 PM,21.378,,,,,,
820,2020/01/13 06:00:00 PM,21.378,,,,,,
821,2020/01/13 07:00:00 PM,21.473,,,,,,
822,2020/01/13 08:00:00 PM,21.378,,,,,,
823,2020/01/13 09:00:00 PM,17.475,,,,,,
824,2020/01/13 10:00:00 PM,12.594,,,,,,
825,2020/01/13 11:00:00 PM,10.553,,,,,,
826,2020/01/14 12:00:00 AM,10.357,,,,,,
827,2020/01/14 01:00:00 AM,10.357,,,,,,
828,2020/01/14 02:00:00 AM,10.259,,,,,,
829,2020/01/14 03:00:00 AM,10.259,,,,,,
830,2020/01/14 04:00:00 AM,10.357,,,,,,
831,2020/01/14 05:00:00 AM,10.357,,,,,,
832,2020/01/14 06:00:00 AM,10.357,,,,,,
833,2020/01/14 07:00:00 AM,10.357,,,,,,
834,2020/01/14 08:00:00 AM,10.357,,,,,,
835,2020/01/14 09:00:00 AM,14.230,,,,,,
836,2020/01/14 10:00:00 AM,18.901,,,,,,
837,2020/01/14 11:00:00 AM,21.282,,,,,,
838,2020/01/14 12:00:00 PM,21.473,,,,,,
839,2020/01/14 01:00:00 PM,21.378,,,,,,
840,2020/01/14 02:00:00 PM,21.473,,,,,,
841,2020/01/14 03:00:00 PM,16.427,,,,,,
842,2020/01/14 04:00:00 PM,16.713,,,,,,
843,2020/01/14 04:57:21 PM,,,Logged,Logged,,,
844,2020/01/14 04:58:01 PM,,,,,Logged,,
845,2020/01/14 05:00:00 PM,21.091,,,,,,
846,2020/01/14 06:00:00 PM,21.378,,,,,,
847,2020/01/14 07:00:00 PM,16.523,,,,,,
848,2020/01/14 08:00:00 PM,11.528,,,,,,
849,2020/01/14 09:00:00 PM,10.161,,,,,,
850,2020/01/14 10:00:00 PM,10.161,,,,,,
851,2020/01/14 11:00:00 PM,10.063,,,,,,
852,2020/01/15 12:00:00 AM,10.161,,,,,,
853,2020/01/15 01:00:00 AM,10.161,,,,,,
854,2020/01/15 02:00:00 AM,10.161,,,,,,
855,2020/01/15 03:00:00 AM,10.161,,,,,,
856,2020/01/15 04:00:00 AM,10.063,,,,,,
857,2020/01/15 05:00:00 AM,10.161,,,,,,
858,2020/01/15 06:00:00 AM,10.063,,,,,,
859,2020/01/15 07:00:00 AM,10.063,,,,,,
860,2020/01/15 08:00:00 AM,10.161,,,,,,
861,2020/01/15 09:00:00 AM,14.804,,,,,,
862,2020/01/15 10:00:00 AM,19.567,,,,,,
863,2020/01/15 11:00:00 AM,20.234,,,,,,
864,2020/01/15 12:00:00 PM,20.329,,,,,,
865,2020/01/15 01:00:00 PM,20.424,,,,,,
866,2020/01/15 02:00:00 PM,20.424,,,,,,
867,2020/01/15 03:00:00 PM,20.329,,,,,,
868,2020/01/15 04:00:00 PM,20.329,,,,,,
869,2020/01/15 05:00:00 PM,20.329,,,,,,
870,2020/01/15 06:00:00 PM,20.424,,,,,,
871,2020/01/15 07:00:00 PM,15.951,,,,,,
872,2020/01/15 08:00:00 PM,10.944,,,,,,
873,2020/01/15 09:00:00 PM,10.161,,,,,,
874,2020/01/15 10:00:00 PM,10.063,,,,,,
875,2020/01/15 11:00:00 PM,10.063,,,,,,
876,2020/01/16 12:00:00 AM,10.063,,,,,,
877,2020/01/16 01:00:00 AM,10.063,,,,,,
878,2020/01/16 02:00:00 AM,10.063,,,,,,
879,2020/01/16 03:00:00 AM,10.063,,,,,,
880,2020/01/16 04:00:00 AM,10.063,,,,,,
881,2020/01/16 05:00:00 AM,10.063,,,,,,
882,2020/01/16 06:00:00 AM,10.063,,,,,,
883,2020/01/16 07:00:00 AM,10.063,,,,,,
884,2020/01/16 08:00:00 AM,10.161,,,,,,
885,2020/01/16 09:00:00 AM,14.421,,,,,,
886,2020/01/16 10:00:00 AM,19.187,,,,,,
887,2020/01/16 11:00:00 AM,22.525,,,,,,
888,2020/01/16 12:00:00 PM,22.525,,,,,,
889,2020/01/16 01:00:00 PM,22.525,,,,,,
890,2020/01/16 02:00:00 PM,22.525,,,,,,
891,2020/01/16 03:00:00 PM,22.525,,,,,,
892,2020/01/16 04:00:00 PM,22.525,,,,,,
893,2020/01/16 05:00:00 PM,22.525,,,,,,
894,2020/01/16 06:00:00 PM,22.525,,,,,,
895,2020/01/16 07:00:00 PM,18.616,,,,,,
896,2020/01/16 08:00:00 PM,13.654,,,,,,
897,2020/01/16 09:00:00 PM,10.357,,,,,,
898,2020/01/16 10:00:00 PM,10.259,,,,,,
899,2020/01/16 11:00:00 PM,10.161,,,,,,
900,2020/01/17 12:00:00 AM,10.161,,,,,,
901,2020/01/17 01:00:00 AM,10.161,,,,,,
902,2020/01/17 02:00:00 AM,10.161,,,,,,
903,2020/01/17 03:00:00 AM,10.161,,,,,,
904,2020/01/17 04:00:00 AM,10.161,,,,,,
905,2020/01/17 05:00:00 AM,10.161,,,,,,
906,2020/01/17 06:00:00 AM,10.161,,,,,,
907,2020/01/17 07:00:00 AM,10.161,,,,,,
908,2020/01/17 08:00:00 AM,10.161,,,,,,
909,2020/01/17 09:00:00 AM,13.846,,,,,,
910,2020/01/17 10:00:00 AM,18.616,,,,,,
911,2020/01/17 11:00:00 AM,22.142,,,,,,
912,2020/01/17 12:00:00 PM,22.333,,,,,,
913,2020/01/17 01:00:00 PM,22.333,,,,,,
914,2020/01/17 02:00:00 PM,22.333,,,,,,
915,2020/01/17 03:00:00 PM,22.333,,,,,,
916,2020/01/17 04:00:00 PM,22.333,,,,,,
917,2020/01/17 05:00:00 PM,22.525,,,,,,
918,2020/01/17 06:00:00 PM,22.812,,,,,,
919,2020/01/17 07:00:00 PM,18.901,,,,,,
920,2020/01/17 08:00:00 PM,13.942,,,,,,
921,2020/01/17 09:00:00 PM,10.357,,,,,,
922,2020/01/17 10:00:00 PM,10.259,,,,,,
923,2020/01/17 11:00:00 PM,10.161,,,,,,
924,2020/01/18 12:00:00 AM,10.161,,,,,,
925,2020/01/18 01:00:00 AM,10.161,,,,,,
926,2020/01/18 02:00:00 AM,10.161,,,,,,
927,2020/01/18 03:00:00 AM,10.161,,,,,,
928,2020/01/18 04:00:00 AM,10.161,,,,,,
929,2020/01/18 05:00:00 AM,10.161,,,,,,
930,2020/01/18 06:00:00 AM,10.161,,,,,,
931,2020/01/18 07:00:00 AM,10.161,,,,,,
932,2020/01/18 08:00:00 AM,10.161,,,,,,
933,2020/01/18 09:00:00 AM,13.942,,,,,,
934,2020/01/18 10:00:00 AM,18.711,,,,,,
935,2020/01/18 11:00:00 AM,22.717,,,,,,
936,2020/01/18 12:00:00 PM,22.812,,,,,,
937,2020/01/18 01:00:00 PM,22.812,,,,,,
938,2020/01/18 02:00:00 PM,22.812,,,,,,
939,2020/01/18 03:00:00 PM,22.717,,,,,,
940,2020/01/18 04:00:00 PM,20.329,,,,,,
941,2020/01/18 05:00:00 PM,20.424,,,,,,
942,2020/01/18 06:00:00 PM,20.424,,,,,,
943,2020/01/18 07:00:00 PM,15.760,,,,,,
944,2020/01/18 08:00:00 PM,10.748,,,,,,
945,2020/01/18 09:00:00 PM,10.063,,,,,,
946,2020/01/18 10:00:00 PM,9.965,,,,,,
947,2020/01/18 11:00:00 PM,9.965,,,,,,
948,2020/01/19 12:00:00 AM,9.965,,,,,,
949,2020/01/19 01:00:00 AM,9.965,,,,,,
950,2020/01/19 02:00:00 AM,9.965,,,,,,
951,2020/01/19 03:00:00 AM,9.965,,,,,,
952,2020/01/19 04:00:00 AM,9.965,,,,,,
953,2020/01/19 05:00:00 AM,9.965,,,,,,
954,2020/01/19 06:00:00 AM,9.965,,,,,,
955,2020/01/19 07:00:00 AM,9.965,,,,,,
956,2020/01/19 08:00:00 AM,9.965,,,,,,
957,2020/01/19 09:00:00 AM,14.517,,,,,,
958,2020/01/19 10:00:00 AM,19.472,,,,,,
959,2020/01/19 11:00:00 AM,20.329,,,,,,
960,2020/01/19 12:00:00 PM,20.329,,,,,,
961,2020/01/19 01:00:00 PM,20.424,,,,,,
962,2020/01/19 02:00:00 PM,20.329,,,,,,
963,2020/01/19 03:00:00 PM,20.329,,,,,,
964,2020/01/19 04:00:00 PM,20.329,,,,,,
965,2020/01/19 05:00:00 PM,20.329,,,,,,
966,2020/01/19 06:00:00 PM,20.329,,,,,,
967,2020/01/19 07:00:00 PM,15.760,,,,,,
968,2020/01/19 08:00:00 PM,10.748,,,,,,
969,2020/01/19 09:00:00 PM,10.063,,,,,,
970,2020/01/19 10:00:00 PM,9.965,,,,,,
971,2020/01/19 11:00:00 PM,9.965,,,,,,
972,2020/01/20 12:00:00 AM,9.965,,,,,,
973,2020/01/20 01:00:00 AM,9.965,,,,,,
974,2020/01/20 02:00:00 AM,9.965,,,,,,
975,2020/01/20 03:00:00 AM,9.965,,,,,,
976,2020/01/20 04:00:00 AM,9.965,,,,,,
977,2020/01/20 05:00:00 AM,9.965,,,,,,
978,2020/01/20 06:00:00 AM,9.965,,,,,,
979,2020/01/20 07:00:00 AM,9.965,,,,,,
980,2020/01/20 08:00:00 AM,9.965,,,,,,
